index,199612,199701,199702,199703,199704,199705,199706,199707,199708,199709,199710,199711,199712,199801,199802,199803,199804,199805,199806,199807,199808,199809,199810,199811,199812,199901,199902,199903,199904,199905,199906,199907,199908,199909,199910,199911,199912,200001,200002,200003,200004,200005,200006,200007,200008,200009,200010,200011,200012,200101,200102,200103,200104,200105,200106,200107,200108,200109,200110,200111,200112,2-Jan,2-Feb,2-Mar,2-Apr,2-May,2-Jun,2-Jul,2-Aug,2-Sep,2-Oct,2-Nov,2-Dec,3-Jan,3-Feb,3-Mar,3-Apr,3-May,3-Jun,3-Jul,3-Aug,3-Sep,3-Oct,3-Nov,3-Dec,4-Jan,4-Feb,4-Mar,4-Apr,4-May,4-Jun,4-Jul,4-Aug,4-Sep,4-Oct,4-Nov,4-Dec,5-Jan,5-Feb,5-Mar,5-Apr,5-May,5-Jun,5-Jul,5-Aug,5-Sep,5-Oct,5-Nov,5-Dec,6-Jan,6-Feb,6-Mar,6-Apr,6-May,6-Jun,6-Jul,6-Aug,6-Sep,6-Oct,6-Nov,6-Dec,7-Jan,7-Feb,7-Mar,7-Apr,7-May,7-Jun,7-Jul,7-Aug,7-Sep,7-Oct,7-Nov,7-Dec,8-Jan,8-Feb,8-Mar,8-Apr,8-May,8-Jun,8-Jul,8-Aug,8-Sep,8-Oct,8-Nov,8-Dec,9-Jan,9-Feb,9-Mar,9-Apr,9-May,9-Jun,9-Jul,9-Aug,9-Sep,9-Oct,9-Nov,9-Dec,10-Jan,10-Feb,10-Mar,10-Apr,10-May,10-Jun,10-Jul,10-Aug,10-Sep,10-Oct,10-Nov,10-Dec,11-Jan,11-Feb,11-Mar,11-Apr,11-May,11-Jun,11-Jul,11-Aug,11-Sep,11-Oct,11-Nov,11-Dec,12-Jan,12-Feb,12-Mar,12-Apr,12-May,12-Jun,12-Jul,12-Aug,12-Sep,12-Oct,12-Nov,12-Dec,13-Jan,13-Feb,13-Mar,13-Apr,13-May,13-Jun,13-Jul,13-Aug,13-Sep,13-Oct,13-Nov,13-Dec,14-Jan,14-Feb,14-Mar,14-Apr,14-May,14-Jun,14-Jul,14-Aug,14-Sep,14-Oct,14-Nov,14-Dec,15-Jan,15-Feb,15-Mar,15-Apr,15-May,15-Jun,15-Jul,15-Aug,15-Sep,15-Oct,15-Nov,15-Dec,16-Jan,16-Feb,16-Mar,16-Apr,16-May,16-Jun,16-Jul,16-Aug,16-Sep,16-Oct,16-Nov,16-Dec,17-Jan,17-Feb,17-Mar,17-Apr,17-May,17-Jun,17-Jul,17-Aug,17-Sep,17-Oct,17-Nov,17-Dec,18-Jan,18-Feb,18-Mar,18-Apr,18-May,18-Jun,18-Jul,18-Aug,18-Sep,18-Oct
2424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.354761905,1.408235294,1.458333333,1.57,1.475,1.37,0.983333333,,,1.255454545,0.94625,1.675,0.100238095,0.555098039,-1.458333333,-0.726666667,-1.475,-0.5975,-0.983333333,0.66,,-1.255454545,-0.279583333,-0.941375,-0.719333333,-1.963333333,0.69,-0.127166667,0.698833333,-0.1075,,-0.66,,0.663333333,0.027666667,-0.025291667,-0.735666667,,-0.69,-0.011166667,-0.698833333,0.03,,0.718333333,,-0.663333333,0.224,0.255,,,,0.113333333,,0.1025,,0.016666667,,,-0.918333333,0.046666667,,,,-0.818333333,,-0.7975,0.82,-0.378333333,,,,-1.01,,,,,,,-0.82,-0.356666667,0.456666667,,0.433333333,,,0.445,,0.466666667,0.45,0.45,,,-0.456666667,,0.083333333,,0.496666667,-0.445,,0.03,-0.45,0.056666667
2425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.049130435,1.033416667,,0.85,,0.8,,,,0.82775,0.973333333,,-1.049130435,-1.033416667,0.454666667,-0.373333333,,-0.337,,,0.376666667,-0.424083333,-0.517333333,0.427333333,,,-0.038166667,-0.476666667,,-0.463,,,-0.376666667,-0.403666667,-0.456,-0.427333333,,,-0.4165,0.193333333,,0.193333333,,0.156666667,,0.106666667,,,,,,-0.086666667,,-0.193333333,,-0.156666667,,-0.106666667,,,,,,-0.106666667,,0.476666667,,,,0.456444444,0.445333333,0.716666667,0.887777778,0.636666667,0.708,0.675410256,0.678454545,0.182466667,0.688833333,0.748,0.724444444,0.273555556,0.248,0.159458333,0.108888889,-0.636666667,-0.708,-0.019160256,-0.051787879,-0.1733,-0.688833333,-0.748,-0.724444444,-0.73,-0.223333333,-0.282791667,-0.996666667,,,-0.65625,-0.626666667,0.204166667
2426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.587777778,0.531,,0.591,,,0.551,,,,0.636666667,,-0.587777778,-0.531,,-0.591,,,-0.341,,,,-0.636666667,,,,,0.27,,,-0.21,,,,,,0.385,,,-0.27,0.661818182,0.7,,,0.683333333,0.683333333,1.05,0.523333333,0.138333333,,,0.46,-0.201818182,-0.283333333,,0.416666667,-0.683333333,-0.276666667,-1.05,-0.523333333,-0.523333333,,0.46,0.024866667,0.246666667,0.198,0.736666667,0.301111111,0.603333333,0.172666667,0.854761905,1.091666667,1.168333333,0.44,-0.04,0.113266667,-0.706666667,-0.160333333,-0.305,-0.717777778,-0.603333333,-0.579333333,-0.854761905,-0.795,-1.168333333,-0.44,-0.42,-0.3748,,-0.454333333,-0.431666667,,,,,-0.296666667,0.286666667,,0.317666667,0.076666667,,
2427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81962963,,,0.856666667,,,0.89,,0.851111111,0.778,,,-0.81962963,,,-0.856666667,,,-0.89,,-0.851111111,-0.778,,,,,0.42,0.42,,,,,,,,,,,-0.42,-0.42,,,,,,0.266,,0.67,0.627666667,0.543,0.543,0.543,,,,,,-0.266,0.984333333,-0.67,-0.627666667,-0.543,-0.543,-0.543,,,,,,,-0.984333333,0.813333333,0.571666667,,,,,,,,,0.969333333,,-0.813333333,-0.571666667,,1.435,1.435,1.435,1.292666667,1.292666667,1.381666667,,-0.969333333,,,,,-1.435,-1.435,-1.435,-1.292666667
2428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.021030303,0.974875,1.055,0.85,1.15,0.805,0.949166667,1.076666667,1.211666667,1.166666667,1.45725,1.495,-1.021030303,-0.974875,-0.044,0.033529412,-0.55,0.023888889,-0.150833333,-0.196666667,-0.331666667,-0.407777778,-0.575019231,-0.561666667,,0.591222222,-0.441,-0.375375566,-0.128333333,-0.302376068,-0.798333333,-0.446666667,-0.358333333,-0.297222222,-0.322321678,-0.451754386,,-0.391222222,-0.37,-0.224953846,-0.174952381,-0.229401709,0.281333333,-0.152,-0.240333333,-0.461666667,-0.251337662,-0.158721805,,-0.2,-0.2,0.007709091,-0.296714286,-0.297111111,-0.281333333,-0.281333333,-0.281333333,,-0.071071429,-0.057857143,,0.263333333,,-0.052575758,,0.13,,,,0.268571429,-0.087833333,-0.155,,-0.263333333,0.142,-0.058333333,,-0.13,,,,-0.268571429,-0.089666667,-0.11,,,-0.142,-0.14,,,,,,,-0.035,0.168333333,,,,-0.015,,
2429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.331428571,1.282666667,,,,,1.063333333,1.076666667,,,,1.17,-1.331428571,-1.282666667,,,,,-1.063333333,-0.4,0.803333333,0.760833333,0.9858,-0.098647059,1.013166667,,1.04465625,1.024125,1.096666667,1.075552632,,0.354666667,-0.803333333,0.293333333,0.0617,0.138361345,0.200166667,,-0.119322917,-0.229375,-0.316231884,-0.28403539,0.813333333,-0.177833333,,-0.1975,-0.314166667,-0.272714286,-0.023333333,,-0.925333333,-0.162861111,-0.780434783,-0.229683908,-0.813333333,-0.8535,,-0.363333333,-0.202083333,-0.345333333,-0.6,0.573,,-0.115984127,0.613333333,-0.095625,0.45,0.46,0.446666667,-0.074166667,-0.224583333,0.001463768,-0.27,-0.573,0.27,-0.242571429,-0.613333333,-0.180458333,-0.166666667,-0.46,-0.181666667,-0.137166667,0.024444444,-0.240241546,0.055,,-0.135,-0.123333333,,-0.13575,-0.112333333,,-0.265,-0.109777778,-0.142777778,-0.143305556,-0.157,,-0.135,0.046666667,,-0.15
2430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.926214286,1.016,1.0405,1.052818182,1.0744,1.110363636,1.19,1.223333333,1.27,,1.206666667,1.610710526,0.472119048,0.0816,0.054611111,0.096626263,0.059044444,0.018698864,-0.039583333,-0.016666667,-0.108888889,1.157444444,0.201307018,-0.254110526,-0.38252381,-0.132766667,-0.231111111,-0.314082742,-0.306777778,-0.332929167,-0.381416667,-0.450333333,-0.277777778,-0.406944444,-0.719856037,-0.6907,-0.369142857,-0.964833333,-0.374,-0.414236702,-0.826666667,-0.404966667,-0.769,-0.756333333,-0.393333333,-0.7505,-0.303784314,-0.306311765,-0.646666667,,-0.49,-0.110458333,,-0.137833333,,,-0.49,,-0.384333333,-0.359588235,,,,-0.310666667,,-0.253333333,,,,,,0.286666667,,,,,,,,,0.112555556,0.143333333,0.399333333,0.218333333,,0.526666667,0.488333333,0.591757576,0.486666667,0.564444444,0.533333333,0.77,0.720777778,0.530222222,-0.399333333,0.446777778,1.11,0.537777778,0.57,0.392686869,0.452666667,0.408111111
2431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.632829787,1.704,2.72,2.30925,,1.775277778,2.053333333,,1.693333333,1.877222222,2.406464286,1.62775,-0.267829787,-0.594,-1.403333333,-0.897181034,1.655555556,-0.316877778,-2.053333333,,-1.693333333,-0.720555556,-0.802797619,-0.106485294,0.251666667,0.444666667,0.075,-0.046275862,-0.355555556,-0.237885714,1.172,1.1596,,0.166416667,-0.130906667,0.015610294,-0.120416667,-0.544666667,-0.148064257,-0.061348659,-1.3,0.027899507,0.091333333,-1.1596,1.56,-0.09225,0.108929655,0.093902778,0.178416667,-1.01,0.35119759,-1.304444444,1.733166667,0.135336207,-1.263333333,,-1.56,-1.230833333,-0.454022989,-0.644137778,-0.619019608,1.088393939,-0.4876,,-1.173166667,-1.10375,0.517272727,0.56,0.063333333,0.254444444,-0.462333333,-0.29664,-0.474737968,-0.836965368,-1.1072,0.235909091,-0.56,-0.104333333,-0.517272727,-0.56,0.077,0.062222222,-0.290090909,-0.19865625,0.053535354,0.406753247,0.655555556,0.257884013,0.492222222,0.187666667,0.451666667,0.358333333,0.259666667,0.05,-0.375242424,0.041989583,-0.107777778,-0.658181818,-0.238888889,-0.183793103,-0.492222222,-0.363333333
2432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.712222222,0.713333333,,0.734444444,0.7836,0.72,0.643444444,0.674111111,0.612222222,0.608333333,0.563333333,0.406666667,-0.712222222,-0.713333333,,-0.551111111,-0.6036,-0.586666667,-0.643444444,-0.674111111,-0.375555556,-0.608333333,-0.563333333,-0.406666667,,,,-0.183333333,-0.18,-0.133333333,,,-0.236666667,,,,,,0.105,,,,,0.07,,0.065,,,,,-0.105,,0.12,0.14,,-0.01,,-0.065,0.03,-0.008,-0.04,,,-0.04,-0.12,-0.18,,-0.06,,,-0.03,0.008,0.04,,,0.04,,0.04,,,,,,,,,,,,,,,,,,,,,,,,
2433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.041111111,0.925555556,0.955,,,0.866,,0.936666667,,,,,-1.041111111,-0.925555556,-0.955,0.868333333,,0.063333333,1.001333333,0.028666667,1.0975,1.376666667,1.013333333,1.117777778,,,1.426666667,0.435,,0.470666667,0.265333333,-0.965333333,-1.0975,-0.206666667,0.351666667,-1.117777778,,,-1.426666667,-1.303333333,0.58,-0.8,-1.266666667,,,-0.368526316,-0.418333333,0.487222222,0.454444444,0.478333333,,0.481666667,-0.2,-0.219,0.383666667,,0.378055556,-0.408140351,-0.516277778,-0.011055556,-0.454444444,-0.058333333,,-0.061666667,0.046666667,0.039,0.035222222,,-0.378055556,-0.393333333,-0.145388889,-0.476166667,,-0.135,0.443333333,-0.006,0.013333333,-0.014,-0.418888889,,,,-0.285,0.512,,-0.285,-0.443333333,0.056,-0.44,-0.406,,,,,,0.111333333,,0.646666667,,-0.47,,
2434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.484347826,1.2709,1.433666667,1.606666667,,,1.387777778,1.451,,1.375555556,1.455555556,1.41125,-1.484347826,0.2391,-0.023666667,-0.643333333,,0.404,-0.934444444,-0.964333333,0.493333333,-0.928888889,-1.455555556,-0.80625,,-1.51,-0.923333333,-0.575945098,,-0.017333333,-0.453333333,-0.486666667,-0.12,-0.056666667,,-0.177,0.386666667,,-0.033333333,0.141611765,,0.213333333,,,-0.373333333,-0.39,0.553333333,-0.428,-0.386666667,,-0.453333333,-0.529,,-0.6,,,,,0.1745,1.221,,,,,,,,,,,-0.727833333,-1.221,0.451333333,0.4365,0.397,0.443571429,0.32,0.466571429,,0.558210526,,0.548,0.5824,0.819243243,0.438666667,0.440916667,-0.397,0.411873016,0.475333333,0.317428571,0.724,-0.558210526,0.773333333,0.080166667,-0.5824,-0.177118243,-0.173333333,-0.877416667,,-0.308748792,-0.155333333,-0.336
2435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.560666667,,,,,,,,0.42,,0.49,,-0.560666667,,,0.53625,,0.536666667,,,-0.42,,-0.013333333,,,,,-0.53625,,-0.536666667,,,,,-0.476666667,,,,,,,,,,0.323333333,,,,,,,,,,,,-0.323333333,,,,,0.433333333,,,,,,,0.493333333,,,0.601777778,,-0.433333333,,,,,0.183333333,0.683333333,-0.493333333,,,-0.601777778,,,,,,,-0.183333333,-0.683333333,,,,,0.896666667,,,,,
2436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.304444444,1.38,,1.54375,1.446666667,1.683333333,1.713333333,,,1.773333333,2.282666667,2.549166667,0.660955556,-0.1595,1.274333333,-0.470972222,-1.446666667,-0.808627451,-1.713333333,,,-1.773333333,-1.442666667,-1.5095,-0.982066667,-1.2205,-0.344333333,-0.087111111,1.02,0.113294118,,0.8925,0.926666667,,-0.84,-0.037137255,-0.983333333,,0.383333333,0.184333333,-1.02,0.102,,-0.8925,-0.926666667,0.834444444,,0.268422969,1.07,,-1.313333333,-0.1,,-1.09,,1.042666667,1.043333333,0.204222222,0.951666667,-0.001619048,-0.453333333,0.664666667,,-0.57,,0.5,0.546666667,-0.522666667,-1.043333333,-1.038666667,-0.201666667,-1.269333333,-0.616666667,0.044222222,,0.196666667,0.59,0.112142857,-0.546666667,-0.296666667,,0.218888889,-0.484,0.336666667,,-0.708888889,,-0.696666667,-0.59,-0.612142857,,-0.223333333,,-0.218888889,-0.266,-0.336666667,,,,,,
2437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94,1.918571429,,1.891904762,,2.023333333,2.003333333,1.98,,2.2856,,1.054285714,-1.94,-1.918571429,,-1.044126984,1,-1.361888889,-2.003333333,-1.98,,-2.2856,,-0.406285714,,,,-0.847777778,-1,0.071888889,0.63,,0.58,0.733333333,1.16,0.472,,,1.086666667,1.084,,0.377333333,0.480666667,,0.648083333,0.481666667,0.154166667,0.992714286,2.26,2.093333333,0.984566667,1.001944444,,-0.272714286,-1.110666667,0.826,-0.232511905,-0.375333333,-1.314166667,-0.954005952,-2.26,-1.003,-2.071233333,-0.802111111,,0.402047619,1.18,-0.826,-0.995571429,-0.839666667,0.985,-0.002708333,,-1.090333333,,-0.827166667,,-1.24,-1.18,,,,-0.985,-1.156,,,,-0.456666667,,,,,,,,,,,,,,
2438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.695,0.793928571,0.883333333,0.836433333,,0.824133333,0.717333333,,,0.825333333,,0.89,-0.695,-0.793928571,-0.160515152,0.033566667,,-0.149633333,-0.077333333,0.75,0.683333333,-0.825333333,0.846153846,-0.0118,,0.393333333,-0.226151515,-0.475,,-0.2145,-0.64,-0.33,-0.271666667,,-0.353846154,-0.8782,,-0.393333333,-0.066666667,0.07,,-0.03,,-0.42,-0.411666667,0.495714286,0.050470085,0.555,,,0.071111111,-0.465,0.488,0.04,,,0.546666667,-0.495714286,0.037555556,-0.097,,0.71,-0.501111111,,-0.488,-0.255,0.26,,-0.154444444,0.313733333,-0.232333333,-0.082625,0.566666667,-0.310727273,,0.404961538,0.42,0.163,-0.26,,-0.028611111,-0.313733333,0.08459375,0.073513889,-0.147222222,-0.399272727,,-0.20239011,-0.42,-0.167714286,,,-0.363611111,,-0.43259375,-0.251888889,-0.419444444,,,-0.001662338,,0.009714286
2439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.976666667,0.895636364,0.806666667,0.933333333,0.883333333,1.136666667,,,,,1.092666667,,0.345,-0.895636364,0.546666667,-0.195,-0.883333333,-0.476,,,,,-0.449333333,,-1.321666667,,-0.74,-0.141666667,,-0.064,,,0.711,0.713333333,0.263333333,0.901666667,0.71,1.095,0.339166667,0.334166667,,-0.596666667,,,0.229833333,-0.713333333,0.309333333,0.277745098,-0.176666667,-0.465,-0.9525,-0.350833333,0.556666667,0.555266667,,0.593333333,-0.940833333,,-0.437633333,-0.359078431,0.536666667,-0.143333333,0.496666667,0.018333333,-0.02,-0.076933333,0.506666667,-0.1395,,0.445111111,-0.232241667,-0.293666667,-0.439333333,0.1146,0.1025,-0.032666667,0.053333333,0.094055556,-0.506666667,0.111166667,0.572222222,0.074888889,0.013041667,-0.526666667,0.025958333,0.079372222,0.07,0.086231884,0.050666667,0.090771825,0.67625,0.128333333,0.127777778,0.140333333,0.255504762,0.866,0.210041667,0.131361111,0.2375,0.176965086,-0.640666667,0.167030775
2440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32875,1.33,,1.645,,,,,,,2.24,,0.754583333,0.365444444,1.707095238,-1.645,1.731333333,,,1.513333333,1.52,1.488571429,-0.6635,,-2.083333333,-0.465444444,-0.710428571,0.946666667,-0.776333333,,0.836666667,-0.645,-0.438333333,-1.488571429,0.0435,1.708333333,,-1.23,1.431487179,1.44,0.496888889,,-0.836666667,0.541666667,0.820166667,1.984444444,1.012857143,-1.708333333,,,-0.244153846,-2.386666667,0.448111111,,,-1.41,0.008166667,-1.984444444,0.457142857,,,,0.236,,-0.465,,,,-1.91,1.393333333,-1.640769231,,,1.136666667,-1.13125,,-0.201,,,,1.222222222,-1.393333333,-0.152564103,1.136666667,,-1.136666667,-0.02675,,0.088857143,,1.618333333,1.683333333,0.390444444,1.77,0.642333333,0.83,,1.165,0.105058824,,-0.036241758
2441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.621333333,,,,,,1.71,,2.51,,,,-1.621333333,1.213333333,,,1.013333333,1.1,-1.71,1.022333333,-1.506666667,1.217058824,,,1.161666667,-0.0842,,,0.027777778,-1.1,,-1.022333333,0.179666667,0.048395722,1.35,1.353333333,-1.161666667,-1.129133333,1.173333333,,0.128888889,,,,-1.183,-1.265454545,-1.35,-1.353333333,1.13,,-1.173333333,1.153333333,-1.17,1.13,1.166666667,1.183333333,1.183333333,1.204,1.146666667,,-1.13,,,-1.153333333,,-0.473333333,-0.548666667,-1.183333333,-1.183333333,-0.594,-0.582222222,0.653333333,,0.663333333,0.64,,,-0.656666667,-0.618,,,-0.61,-0.564444444,-0.653333333,,-0.663333333,-0.64,,,,,,,,,0.67,0.598333333,,0.67,,0.556666667
2442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.697916667,0.69,,,0.62,,,,0.701666667,,,0.48,-0.697916667,-0.69,,,-0.186666667,,,,-0.701666667,0.565333333,0.346666667,-0.48,,0.353333333,0.195,,-0.253333333,,,,,-0.565333333,-0.346666667,,,-0.353333333,-0.195,,-0.18,,,,,,,,,,0.193333333,,,,,,,,,,,,-0.193333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.250666667,1.226666667,1.13,1.228333333,1.117777778,,,1.0005,0.918333333,0.9,1.02,,-0.369,-0.631666667,-0.5665,-0.737333333,-0.614444444,0.503333333,0.514666667,-1.0005,-0.401666667,-0.9,-0.404666667,,-0.501666667,-0.1918,-0.135195238,-0.031,-0.0675,-0.078333333,-0.078,0.460555556,-0.083333333,0.554448276,-0.090885057,0.406666667,0.133333333,0.088966667,0.051111905,-0.46,-0.023033333,-0.425,-0.436666667,-0.060555556,-0.081666667,-0.554448276,-0.123226054,-0.406666667,-0.513333333,-0.492166667,-0.263083333,,-0.173466667,,,-0.4,-0.351666667,0.225,-0.143222222,0.254,0.314,0.313333333,0.074888889,0.256666667,0.035833333,,,0.256666667,0.278777778,0.098333333,0.061833333,0.066,0.090083333,0.051666667,0.072989899,0.176666667,-0.036083333,,,-0.007,-0.278777778,-0.323333333,-0.100611111,-0.32,-0.404083333,-0.365,-0.364212121,-0.433333333,-0.239083333,,,-0.249666667,,,-0.219222222,,,,0.386666667,,
2444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.144545455,,1.628444444,1.544083333,1.480470588,1.539916667,1.609833333,,,1.656777778,1.928833333,1.01,-0.229212121,0.993333333,-0.730825397,-0.657416667,-0.658248366,-0.82325,-1.609833333,,0.67,-1.656777778,-1.217083333,-0.276666667,-0.190333333,-0.993333333,-0.248225108,-0.886666667,-0.155481481,-0.051111111,0.705,0.700238095,0.080083333,0.763666667,0.22153125,0.178333333,0.195,0.964285714,0.299074811,0.673,-0.196240741,-0.168888889,-0.195,-0.700238095,-0.228972222,-0.2355,-0.30728125,-0.271311111,-0.306333333,-0.318932773,-0.29621875,-0.039666667,0.21725,0.181833333,-0.51,0.678833333,0.124,0.122944444,0.113421053,0.049644444,0.256333333,-0.645352941,0.1115,0.071333333,-0.08775,-0.051441176,0.664777778,-0.007166667,-0.070611111,-0.053611111,-0.091726608,0.00937037,-0.1715,0.687333333,-0.090579787,-0.038666667,0.044,-0.627058824,-0.016527778,0.001515152,0.153833333,0.135833333,0.127305556,0.09881713,0.094833333,-0.687333333,0.125960222,0.084,0.133142857,,0.135083333,0.126818182,-0.728333333,-0.733333333,-0.085,-0.0231875,-0.016,0.843333333,0.031583851,-0.75,0.044982143
