,long-short,long,short
0,0.032518948051948056,0.15979959740259742,0.12728064935064937
1,0.006378155844155823,0.12883132467532468,0.12245316883116884
2,0.11545803896103896,0.1378835064935065,0.022425467532467536
3,0.04573331168831169,0.04330487012987013,-0.0024284415584415603
4,0.012732102564102572,0.04546221794871795,0.03273011538461538
5,0.01865564556962025,0.007759531645569619,-0.01089611392405063
6,-0.027731901234567896,0.03546501234567902,0.06319691358024691
7,-0.009014975609756096,0.003333085365853659,0.012348060975609755
8,-0.004651939759036151,-0.055326843373493986,-0.05067490361445783
9,0.01773847619047619,0.041396880952380956,0.023658404761904762
10,0.04376213095238096,0.08406382142857144,0.04030169047619047
11,0.027454670588235294,0.016357270588235294,-0.0110974
12,0.0013588255813953417,-0.02455996511627907,-0.02591879069767441
13,-0.015668383720930223,-0.06786922093023255,-0.052200837209302325
14,0.023668941860465132,0.09683677906976745,0.07316783720930231
15,0.02737446511627907,0.01594618604651163,-0.011428279069767443
16,0.02985157471264367,0.06388198850574713,0.03403041379310345
17,-0.003488852272727272,-0.007698056818181817,-0.0042092045454545455
18,0.0023280555555554886,-0.12863624444444446,-0.13096429999999998
19,-0.004087108695652165,-0.036823097826086955,-0.03273598913043479
20,0.015360467391304361,-0.03842035869565217,-0.05378082608695653
21,0.03723079569892471,-0.029626698924731187,-0.0668574946236559
22,0.03393498936170211,0.06123798936170211,0.027303
23,-0.03756094736842106,-0.08997298947368422,-0.05241204210526316
24,0.018106826530612245,-0.10432162244897959,-0.12242844897959183
25,0.004459989898989898,0.022224272727272724,0.017764282828282827
26,0.007294282828282833,0.08850367676767677,0.08120939393939394
27,0.0652503163265306,0.08408198979591835,0.018831673469387755
28,0.00044234693877547623,-0.09552942857142858,-0.09597177551020407
29,-0.008169606060606054,0.11569850505050505,0.12386811111111111
30,0.0011862900000000033,-0.03968057,-0.040866860000000005
31,0.015872670000000005,0.022096480000000005,0.00622381
32,0.0098768415841584,-0.052263782178217824,-0.062140623762376224
33,0.006932861386138611,-0.046263504950495055,-0.05319636633663366
34,0.010337504950495053,-0.06831830693069306,-0.07865581188118811
35,0.0016923861386138653,-0.056921257425742576,-0.05861364356435644
36,0.007109372549019575,0.10853976470588234,0.10143039215686277
37,0.0018676470588235284,0.017341431372549017,0.01547378431372549
38,-0.021562892156862745,-0.04298646078431372,-0.021423568627450977
39,-0.032585838383838384,-0.06532471717171717,-0.03273887878787878
40,0.010854545454545452,0.04476567676767677,0.03391113131313132
41,-0.0002495599999999776,-0.06352594999999998,-0.06327639
