,long-short,long,short
0,-0.05109266233766235,0.1354332857142857,0.18652594805194805
1,-0.006024441558441603,0.14206567532467532,0.14809011688311693
2,-0.1042191038961039,0.05479428571428571,0.15901338961038963
3,0.013043298701298705,0.02091296103896104,0.007869662337662333
4,0.010759384615384615,0.0429618717948718,0.032202487179487184
5,0.05266925316455698,0.03480030379746837,-0.01786894936708861
6,0.04173893827160493,0.059188975308641964,0.017450037037037035
7,0.032357951219512196,0.01818284146341463,-0.01417510975609756
8,0.008138759036144574,-0.0445538795180723,-0.05269263855421687
9,-0.017556452380952374,0.018333654761904766,0.03589010714285714
10,0.03715380952380952,0.07635072619047618,0.03919691666666667
11,0.0070566823529411744,-0.003175705882352943,-0.010232388235294118
12,-0.007048453488372094,-0.02406532558139535,-0.017016872093023258
13,-0.0020047906976744033,-0.06214748837209301,-0.060142697674418606
14,0.024624500000000004,0.10316247674418605,0.07853797674418606
15,0.013169011627906978,0.0038777906976744194,-0.009291220930232559
16,0.021434954022988513,0.05979368965517242,0.03835873563218391
17,0.024947852272727274,0.01637353409090909,-0.008574318181818181
18,0.0011055222222222166,-0.13841587777777778,-0.1395214
19,0.024950358695652174,-0.014392499999999999,-0.03934285869565217
20,0.014539619565217394,-0.04383333695652173,-0.05837295652173912
21,0.03966095698924731,-0.032112215053763445,-0.07177317204301076
22,0.0174187659574468,0.05395679787234041,0.03653803191489361
23,-0.0009658105263158041,-0.07272065263157897,-0.07175484210526316
24,-0.011108887755102057,-0.1219241224489796,-0.11081523469387755
25,0.012695141414141416,0.04002619191919191,0.0273310505050505
26,0.04977943434343434,0.10145417171717172,0.05167473737373737
27,0.0372283775510204,0.07900379591836734,0.04177541836734694
28,0.002512836734693869,-0.08701861224489797,-0.08953144897959184
29,0.011514222222222242,0.12686184848484847,0.11534762626262623
30,0.017772440000000014,-0.03426004,-0.05203248000000001
31,0.021974579999999997,0.023943779999999998,0.0019692
32,0.009447613861386144,-0.05297713861386139,-0.062424752475247536
33,-0.00013444554455445553,-0.05000135643564357,-0.04986691089108911
34,0.006397990099009909,-0.06801930693069307,-0.07441729702970297
35,0.012264900990099012,-0.046282376237623754,-0.058547277227722766
36,0.020763343137254933,0.10320327450980393,0.082439931372549
37,0.0025083235294117625,0.014903676470588234,0.012395352941176472
38,0.0007753725490196083,-0.024055696078431367,-0.024831068627450978
39,0.026369828282828283,-0.010627111111111111,-0.036996939393939395
40,-0.004128242424242428,0.03782115151515151,0.04194939393939394
41,-0.013756439999999995,-0.07061307,-0.056856630000000005
42,0.0013495247524752446,-0.01913722772277228,-0.020486752475247526
43,0.035891382352941176,-0.0023097941176470605,-0.03820117647058823
44,-0.0003039902912621325,-0.05335773786407767,-0.05305374757281554
45,0.019261461538461526,-0.054730230769230774,-0.0739916923076923
46,0.009013250000000007,0.036718125000000004,0.027704874999999997
47,-0.00955402857142857,0.0077238095238095225,0.017277838095238092
48,0.021843609523809544,0.09495016190476191,0.07310655238095237
49,-0.021959580952380965,0.07453061904761904,0.09649020000000001
50,0.025456638095238092,0.05714193333333333,0.03168529523809524
51,0.005391317307692301,-0.09081276923076922,-0.09620408653846153
52,-0.018398780952380952,-0.02536122857142857,-0.00696244761904762
53,0.0014644716981132085,-0.11910411320754717,-0.12056858490566037
54,0.021049429906542055,0.003456149532710279,-0.017593280373831774
55,0.01283815887850467,-0.04582319626168225,-0.058661355140186916
56,0.020878629629629636,0.05785750000000001,0.03697887037037037
57,0.003963633027522945,-0.04868860550458715,-0.052652238532110096
58,0.01298818348623852,0.04018318348623852,0.027195
59,0.019136427272727276,-0.08243141818181818,-0.10156784545454546
60,0.014280645454545465,-0.06310275454545455,-0.07738340000000002
61,0.04862835135135136,0.13486161261261262,0.08623326126126127
62,0.007792135135135117,-0.11955943243243244,-0.12735156756756755
63,0.021355711711711713,-0.046200126126126125,-0.06755583783783783
64,0.03044519469026549,-0.035284513274336286,-0.06572970796460177
65,0.005487807017543858,0.0010474122807017537,-0.004440394736842104
66,0.048982726495726485,-0.016096623931623935,-0.06507935042735041
67,0.09958311864406777,0.19579038135593219,0.0962072627118644
68,0.01826975833333334,0.0345359,0.016266141666666664
69,0.035173366666666664,-0.04815979166666667,-0.08333315833333334
70,-0.0018901166666666672,-0.0016933000000000004,0.0001968166666666669
71,0.06433652100840336,0.05922432773109244,-0.005112193277310924
