index,199612,199701,199702,199703,199704,199705,199706,199707,199708,199709,199710,199711,199712,199801,199802,199803,199804,199805,199806,199807,199808,199809,199810,199811,199812,199901,199902,199903,199904,199905,199906,199907,199908,199909,199910,199911,199912,200001,200002,200003,200004,200005,200006,200007,200008,200009,200010,200011,200012,200101,200102,200103,200104,200105,200106,200107,200108,200109,200110,200111,200112,2002/1/1 0:00,2002/2/1 0:00,2002/3/1 0:00,2002/4/1 0:00,2002/5/1 0:00,2002/6/1 0:00,2002/7/1 0:00,2002/8/1 0:00,2002/9/1 0:00,2002/10/1 0:00,2002/11/1 0:00,2002/12/1 0:00,2003/1/1 0:00,2003/2/1 0:00,2003/3/1 0:00,2003/4/1 0:00,2003/5/1 0:00,2003/6/1 0:00,2003/7/1 0:00,2003/8/1 0:00,2003/9/1 0:00,2003/10/1 0:00,2003/11/1 0:00,2003/12/1 0:00,2004/1/1 0:00,2004/2/1 0:00,2004/3/1 0:00,2004/4/1 0:00,2004/5/1 0:00,2004/6/1 0:00,2004/7/1 0:00,2004/8/1 0:00,2004/9/1 0:00,2004/10/1 0:00,2004/11/1 0:00,2004/12/1 0:00,2005/1/1 0:00,2005/2/1 0:00,2005/3/1 0:00,2005/4/1 0:00,2005/5/1 0:00,2005/6/1 0:00,2005/7/1 0:00,2005/8/1 0:00,2005/9/1 0:00,2005/10/1 0:00,2005/11/1 0:00,2005/12/1 0:00,2006/1/1 0:00,2006/2/1 0:00,2006/3/1 0:00,2006/4/1 0:00,2006/5/1 0:00,2006/6/1 0:00,2006/7/1 0:00,2006/8/1 0:00,2006/9/1 0:00,2006/10/1 0:00,2006/11/1 0:00,2006/12/1 0:00,2007/1/1 0:00,2007/2/1 0:00,2007/3/1 0:00,2007/4/1 0:00,2007/5/1 0:00,2007/6/1 0:00,2007/7/1 0:00,2007/8/1 0:00,2007/9/1 0:00,2007/10/1 0:00,2007/11/1 0:00,2007/12/1 0:00,2008/1/1 0:00,2008/2/1 0:00,2008/3/1 0:00,2008/4/1 0:00,2008/5/1 0:00,2008/6/1 0:00,2008/7/1 0:00,2008/8/1 0:00,2008/9/1 0:00,2008/10/1 0:00,2008/11/1 0:00,2008/12/1 0:00,2009/1/1 0:00,2009/2/1 0:00,2009/3/1 0:00,2009/4/1 0:00,2009/5/1 0:00,2009/6/1 0:00,2009/7/1 0:00,2009/8/1 0:00,2009/9/1 0:00,2009/10/1 0:00,2009/11/1 0:00,2009/12/1 0:00,2010/1/1 0:00,2010/2/1 0:00,2010/3/1 0:00,2010/4/1 0:00,2010/5/1 0:00,2010/6/1 0:00,2010/7/1 0:00,2010/8/1 0:00,2010/9/1 0:00,2010/10/1 0:00,2010/11/1 0:00,2010/12/1 0:00,2011/1/1 0:00,2011/2/1 0:00,2011/3/1 0:00,2011/4/1 0:00,2011/5/1 0:00,2011/6/1 0:00,2011/7/1 0:00,2011/8/1 0:00,2011/9/1 0:00,2011/10/1 0:00,2011/11/1 0:00,2011/12/1 0:00,2012/1/1 0:00,2012/2/1 0:00,2012/3/1 0:00,2012/4/1 0:00,2012/5/1 0:00,2012/6/1 0:00,2012/7/1 0:00,2012/8/1 0:00,2012/9/1 0:00,2012/10/1 0:00,2012/11/1 0:00,2012/12/1 0:00,2013/1/1 0:00,2013/2/1 0:00,2013/3/1 0:00,2013/4/1 0:00,2013/5/1 0:00,2013/6/1 0:00,2013/7/1 0:00,2013/8/1 0:00,2013/9/1 0:00,2013/10/1 0:00,2013/11/1 0:00,2013/12/1 0:00,2014/1/1 0:00,2014/2/1 0:00,2014/3/1 0:00,2014/4/1 0:00,2014/5/1 0:00,2014/6/1 0:00,2014/7/1 0:00,2014/8/1 0:00,2014/9/1 0:00,2014/10/1 0:00,2014/11/1 0:00,2014/12/1 0:00,2015/1/1 0:00,2015/2/1 0:00,2015/3/1 0:00,2015/4/1 0:00,2015/5/1 0:00,2015/6/1 0:00,2015/7/1 0:00,2015/8/1 0:00,2015/9/1 0:00,2015/10/1 0:00,2015/11/1 0:00,2015/12/1 0:00,2016/1/1 0:00,2016/2/1 0:00,2016/3/1 0:00,2016/4/1 0:00,2016/5/1 0:00,2016/6/1 0:00,2016/7/1 0:00,2016/8/1 0:00,2016/9/1 0:00,2016/10/1 0:00,2016/11/1 0:00,2016/12/1 0:00,2017/1/1 0:00,2017/2/1 0:00,2017/3/1 0:00,2017/4/1 0:00,2017/5/1 0:00,2017/6/1 0:00,2017/7/1 0:00,2017/8/1 0:00,2017/9/1 0:00,2017/10/1 0:00,2017/11/1 0:00,2017/12/1 0:00,2018/1/1 0:00,2018/2/1 0:00,2018/3/1 0:00,2018/4/1 0:00,2018/5/1 0:00,2018/6/1 0:00,2018/7/1 0:00,2018/8/1 0:00,2018/9/1 0:00,2018/10/1 0:00
2454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19E+11,5033549861,11478003157,40131153188,-14415724042,21430497356,-1.18E+11,,-2.12E+11,2.17E+11,22244440741,34600734823,-9407127089,-21056282746,,35059007737,,,1.20E+11,-9861608757,,-40813854911,12419831224,,,25106338832,,19120544510,17236739088,,-12061693755,,8599746094,14473129341,11595466434,,-2.15E+11,,,-29130653899,,-78059071730,,,-9895358337,10643882689,,-38817688489,7835161895,22351448832,,-18984306133,-15039743810,28679574902,-15503190533,-44660820711,13283652222,-16768390620,,5642610522,,-4383205319,,-14151000000,-11444444444,-35774761674,,9119046531,22682009294,-61388772225,7077850593,-42999234139,-1.75E+11,87217972350,,,,,,,,-1.39E+11,2.99E+11,,,,-36031074835,-23885267275,-40585923544,,,4162836857,-60452529199,-4396307102,,,,-34859302814,,
2455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8766191286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5748257280,,,,-13534646244,,,-48495857234,,,,,,,,,,,
2456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2519687187,-7818222986,4720888524,,,,,-14599582869,-4753317832,5121407009,,-4311574144,-9356113436,,,-4520052344,5477841050,23584333697,4998919986,,-5.09E+11,,,,30991836026,,-1.17E+11,6361214112,-60946308420,-50650831235,-1.32E+11,6026686503,-8269294468,,,,-21034817589,,-34571868313,86988624394,49431064144,,1.87E+11,-39584674372,9.39E+11,-2.46E+11,,1.64E+12,75719493513,-4.58E+11,-1.02E+11,,25115404583,,,-3.67E+11,-3.89E+12,19347956645,11748201049,89604613995,-59324925068,,-46838196427,50552452623,-14985102530,14463412048,-9020627713,62073095020,-1.15E+12,19100369024,1.28E+12,-57540840581,-37840082008,,85763246248,72839339803,-41424251615,2.45E+12,-26724277383,4.32E+11,7.42E+11,2.03E+11,80746692818,4.17E+11,-2.11E+11,-5.39E+11,-2.13E+11,-80974898045,1.07E+11,1.39E+11,2.81E+11,2.71E+11,75567676110,1.36E+12,30157523544,-1.89E+11,5.36E+11,1.06E+11,91331938750
2457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14710874837,,,68468388661,,,7524905939,5385714944,,,23947262209,,,,,17427027567,75470779221,-14703188005,,6854687735,,,6271508247,,-21683204704,1.86E+11,4712291627,-12177777778,-7699949103,,,6780586538,,,21624053782,,,,,,-38226950355,,,,24223354310,,15812500000,,,,,,,,,,,,,,,,,8997367791,,,,,,,,68295299395,,,,23931009702,,,,,,,,,,,,,,,,,,,
2458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7300097583,-9556347792,11073662669,3147490464,2086397560,-12416618654,-4685288009,53683168317,6452762049,10350389233,17185478457,9400000000,-16357817696,,20129830725,-20519720057,16883372734,8301752676,11041886042,-6944196650,14289797945,,,-31761164777,12831159070,,4178939825,,,,8494921945,-14757045245,3239362454,16644780967,,,-5535590536,,-3027292960,,,,,,7526630238,,,2312910748,6629618352,,,4023967808,,-2995765761,-78697981047,13928406360,14663605930,,-3502655702,2176372266,-10972678571,16002644422,2016743788,329701162.3,25862500000,16467918763,-23507758608,5257800002,15610288110,,41207435433,35301908982,2.61E+11,,-77776667222,-27740535273,,2.05E+11,-81297516472,1.78E+11,-10111387477,,,3412589599,1.37E+11,,4244882691,,-210243882.9,,,93088857546,12322222631,-1.53E+11,,61147973856,25312237628,27758592337,2.98E+11
2459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6737603027,,,,,,,,,,,,,,,,-4866699903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5655201600,,,,,,,,,,,-6646949416,,,,-1201220877,,,-10427580701,20615437158,-48786933203,3861003861,,8612903887,-4461776921,4264469381,5819129528,6918717657,1.88E+11,20266238859,1703703704,,-8576676148,-14670027794,,-12868469440,,13576373545,-3477568743,,31883138564,,1117760077,-1693333333,,,31236683592,,12144094488,,-11407992253,-37171165015,,,9243426759,1.32E+11,-3903606255,,3421171910,-2.91E+11,-7059046949,,1832374006,1459266667,-65936042137,3544253104,-3484894662,-5.65E+11,29031845841,,-15787949015,-40902058525,71427177700,37934622388,41857457641,,-72357428260,97013152816,2.38E+11,24551513747,-1.40E+11,-83305477293,2.69E+12,81236913480,68489014618,-57924416042,61167012930,,4.99E+11,-93502331002,1.20E+11,-2.15E+11,3.07E+11,,,,-1.44E+11,-2.62E+11,1.42E+11
2461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3111830867,,,,,,,-6785649508,4662126277,,,,,,,,,,,-5488075747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8726563483,,,,,,,2350664133,,,,,,,,-3879418831,,,,,1.62E+11,,,-24597109483,5073091058,,13497572355,,,,,-2.16E+11,,,,,,,,,,,,,37288135593,7749795250,,,,,
2462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965319275.5,,,,,,,,-2002716965,,,-2920879415,,-77111984283,9318822601,,5430480596,,,,,24837217906,,,-13189378228,,8836018484,,87440381558,,,21359765539,-6526008355,-6845433507,-3294184118,-15899231678,-3218297680,7157428886,-7078728339,,25698810712,11478640673,-10315163528,5575315788,15411396981,-10000684978,3796540604,-81851696690,19729729730,6605138405,-11006944444,-1.58E+11,3315938557,-10128890556,14526388545,-86525514642,-19568194462,,2702757624,17088636512,-2915267842,-24024637302,-15551828611,-1.96E+11,,,-2760570919,,18962474611,,-1.50E+11,-14048655290,-98277608916,,,,,1.72E+11,-9.98E+11,-1.35E+11,2.24E+12,-1.19E+11,76508302310,-1.38E+11,-1.35E+11,,1.62E+11,,,-9659535524,-27630989700,,35830316139,77769004199,,-1.50E+11,1.31E+12,,25176635983
2463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-35111624205,,,,24150536346,,16608729239,-24381606189,33874271309,45750803660,52254045137,,-45371511806,50753694750,56364878938,-7041473973,,,,-23250266999,-40661223667,,,,,,39034440344,30361346059,,,23889690556,78113123184,-54710500491,,,,-22191684761,,-51497207173,,,,,,,-29066398268,,,,,-17659915892,,,,,2.53E+11,,9837265878,,,-3085201933,10010617321,-6639167158,,,,,,,11838060529,15515341338,,-26631794994,,-1.05E+11,,,,,16655028187,50636699747,,,,34953820319,,23511258326,84061950018,36184442098,-7129312059,,25609273932,,30844553244,,-23900943366,-27549046037,-28997218321,75296335004
2464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67505461.35,,,,,,,,,,,,,,,,,,,,,,,,,,,14091724315,,,,,,,,,,,,,,,,,,,,,,,,,-1808025536,,,,,,,,,,,,,,,,,,,,,,-8723266582,,,,,,,,,-8736553657,39402964776,,,,,,,,,,,,,,
2465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966223430.6,,31692993115,,32891166505,1.97E+11,,-2.25E+11,,26572528883,,-25471758372,-19574391667,-25233931585,23541805952,,76627549595,,-31613373428,,21094689172,,21674103674,-10039538126,15163603217,27103571921,,,39052488820,-14789681456,9832466990,-26688478311,-16568762902,,,1.10E+11,-6243256243,-1.61E+11,-18754083480,12584654638,-20298071382,-49126984127,13333481243,54096128808,45635623037,9995356680,17475185714,3.54E+11,38811863709,,-2.10E+11,-66902204892,53540255831,-23381324043,21602540934,-66742098935,5.54E+11,,11100329334,-11487756470,9241420134,36607571746,-1.97E+11,-40567978018,4.79E+11,,-10275010991,,-1.85E+11,24113759858,22935355805,,,,-1.67E+11,,,4.08E+11,,24093163944,-91537731275,74182040600,,-1.17E+12,5.23E+11,-3.33E+11,5.04E+11,-34612190666,75285986006,-16391349155,2.89E+11,25887637522,67568695518,4.25E+11,19252252923,-1.05E+11,,1.47E+11,41497882197
2466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39294122.96,,,,,,3999956215,,,3749664897,,-3099072065,,6363178060,1146150082,,,,,6917332020,,,,2174170359,-6509171588,4556539597,18059244254,7903644131,-6758701342,-3823601570,88926990276,-10184258158,-56915090842,,-5142956023,3.53E+11,-3353732671,,8512241055,,-3127851346,,-87166666.67,9316595403,-10573738170,,,,-15532360416,-1.33E+11,-49987642879,,,,,66300653595,1.66E+11,4895735748,11060868396,30749633290,2.35E+11,-62243285940,5245412310,8866168071,,18154900220,-30372969541,49942525418,-90534258580,,,,1.50E+11,2.31E+11,1.75E+11,5.83E+11,,,,31450913067,6.55E+11,,3.88E+11,6.07E+11,1.28E+11,,60049406025,1.14E+12,6.12E+11,,87306975068,2.86E+11,4.76E+11,-1.18E+11,2.40E+11,-2.73E+11,-1.16E+11,-4.38E+11,93300515127
2467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4824914681,976363993.8,,,,,,11673952173,,,,,,,,,,,,,,1.11E+11,-1.76E+11,-1.65E+11,,,3716444499,4271471014,-3500563331,10321055209,,-3013705185,60132291040,,,-2782103026,,-2658435944,,,,,,-16582216330,34496225796,7890260234,14864078105,8216821662,,-15680744204,-6035096095,-13286888847,-37030950425,6645775948,3580788936,21102300329,5400717283,5530564156,,-2363160248,2.47E+11,,11677019973,-2478887964,3110450331,-1927895235,26610658277,-13767024044,3402429677,6006364360,,-25764280640,,,,,,,,,,,,,,,,,,,,,,,,,,
2468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5162622612,,,,,,-34826559047,,,,,,,,,,,,,-6791849780,,,,,,,,,,,,,,,,,,,,,,,,,,,3916001680,5706527504,3328402367,,,,,,,,,,,,,,,7245160732,,-18451768091,5.29E+11,-1.39E+12,24721997768,55511878087,-36232312531,-82801268697,,86993986000,,1.25E+12,-4.39E+11,15406016667,,1.29E+12,,3.36E+11,,-3.00E+11,2.50E+11,39394500584,,,2.49E+12,3.93E+11,,1.70E+12,1.97E+11,,-1.01E+11,9.39E+11,79722094759,3.55E+11
2469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2662425635,1343385343,-1636070159,,,3301255100,-94852941176,,,,-1435677944,,,4652005800,,,-10782205117,-30735446090,,14406483548,,-6348733973,,-10612524359,,-26735525576,,,,-10801583270,,,,28854102087,,,,-10930982761,9004445126,,,5617398475,,,,53021621209,-63675566566,13511260201,7718785856,22774715316,-14270714013,23168120666,6184511148,15828497270,5741781466,-9904464507,13098152500,4105433766,-34150726572,,39709602904,15128888889,2.77E+11,,3491353290,-4718362349,4638668526,14855010540,-3489845845,,,-16957174566,,-17400602702,,,,,,,,,,,,,,,,,,,,,,,,
2470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12447803604,9529266817,,,,,-32962241924,,18772974286,39601554908,-41354324806,-46582823881,,-58825301492,,32506251202,33749578130,-1.67E+11,-1.40E+11,-1.20E+12,2.14E+11,,-23002730221,-92147113374,61210240497,54239444550,,1.08E+11,-1.12E+11,32028200463,-2.54E+11,-3.85E+11,,,,-43021830883,1.09E+11,2.38E+11,4.21E+11,58853749255,-73128101037,39092917370,-52731707242,92088213039,-1.68E+11,56077769744,34981836904,1.11E+11,9.47E+11,-1.59E+11,-55449305619,56726458815,,-3.66E+11,-1.23E+11,74307754853,79512459086,16558754123,1.22E+11,-2.39E+11,,-2.14E+11,,4.00E+11,37202861637,-28763413334,1.03E+11,-1.94E+11,,-1.50E+11,1.22E+11,1.50E+12,96456828345,2.83E+11,,-73541215388,-1.03E+12,-3.31E+11,,1.79E+11,,1.20E+11,60918013431,1.15E+12,,1.15E+11,,,,28401259041,,39101114055,40601954277,73865459914,1.88E+11,72150072150,46840472864,1.25E+11
2471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6514622906,,,,,,,,,,-4227502251,,,,,,,,,,,,4099563516,,,,,,,,,,,,,,,,,,,,-22042853901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6674228784,,,10459486674,,,,7.70E+11,,,,,,46194262551,,23264137437,,,,-1.45E+11,88639760837,,,1.26E+11,,,,,,,,,,,,,,,,,,,,,,,,,,1726270738,-8353563171,19199492245,,,,2892804313,20651732434,,,-2955070566,,-10552242351,-14008797839,-5185385331,5606771255,-2192364600,-1.21E+11,7330763978,8207838269,,-14207217000,46362662603,,5881951833,63669276753,,-73598858329,,63688820196,-1.71E+11,-36316334992,-14342346686,11607162212,-59725580523,19356445400,31539303719,,65772452757,-26846136346,,1.56E+11,14305031049,25431785036,20698136619,,,,36300189258
2473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47621984204,1027682381,,,,,,-1497881046,,,,-8019680197,,5793042453,,,,,,,,,,,,2579979360,,,,,,,,,,,,,,,,,,,,-14282864552,,,,,,,,,,,,,,,,,,,,,,,,,,,95748749632,,,,,,,,,,,,,,,,,,,,,,,,,
2474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9897653767,78927634046,-8800598099,26934583269,,,-1.77E+11,,11297084702,,-35169013248,-3937700004,33958578885,7091073758,-3561611091,5715915698,,,-6465681235,-37863904269,2.17E+11,3617664449,,-12677536593,26441042297,27724596647,,28078099608,,8027287835,-34176453318,,,,7616466520,-1944525156,,,,,-12911828796,2300665907,-3265091329,,,,,,,,,,,,,,,,,,,,,-1926140952,,,,,,,,3001883448,,-3061457619,,-68294889190,,,,,,,,,,,,,,,,,,,,,,
2475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4739757444,2727276975,8664678595,,,,46195070662,-68232658386,,,-39633778777,-45295778399,-66024730501,1.96E+11,-13042534722,15953244860,,-16125493388,5.38E+11,-94004581622,,,-7409128936,-31745435715,,2.14E+11,,,-34746277727,48069453964,,-31724335796,,,-85168951535,-12081703954,,-16477390355,84363466167,23496560773,,20575858250,38180269962,-53191045243,18066110921,,1.63E+11,32405936283,50797533093,-56018243179,-77275809157,73258300052,-79580330024,70838065233,-4.57E+11,-1.93E+11,2.35E+11,,,-2.86E+11,3.27E+11,-2.55E+11,34367741587,1.41E+11,,-1.22E+11,-55824384639,2.01E+11,62263447256,,1.40E+11,-1.06E+11,5.87E+11,1.01E+11,-2.20E+11,,,1.63E+11,55518531809,1.05E+11,,,,1.05E+11,-1.44E+12,-2.46E+11,,1.26E+11,5.88E+11,-1.14E+11,-3.75E+11,1.82E+11,,57776426677,-1.99E+11,-1.05E+12,3.00E+11,5.43E+11
2476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5843681933,13097481997,,11409746495,,11989860583,,9485273154,9649709951,13514192174,,38105049906,,,,7216959856,,-5813000441,1256666667,,,-5107054761,,973720886.4,,-3975277507,,,19106519743,,,-2534122263,,,,,,,,,,-3037481066,-1358752456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10356285839,-1.55E+11,-6059618830,8495426653,-19797204174,-24980142742,-8325020288,-6217901579,6536339147,35742612866,-15459342455,11849897051,12759180661,15800038488,-17918647649,9633162645,-1.37E+11,-21304052202,5.34E+11,19554678692,1.30E+11,26322502494,2.74E+11,-24785441441,,-1.38E+11,19547243575,18562353908,-1.00E+11,45384735707,-22370035456,-62939092258,-1.63E+11,43783115380,49199813785,-34936406646,43642532192,-14268606766,-71274546243,3.89E+11,-13676402411,24801958499,,-55706918036,,-39053776196,8531546283,69144876227,,,38530621705,,,,60830685963,5640393280,8697840567,11000903926,14606035651,-7786409884,-13292071913,,,-56759194373,23198241778,,1.47E+11,1.71E+11,31618887509,71938764512,51583987328,-1.98E+11,2.70E+11,,,-2.36E+11,,,,34975017844,-2.82E+11,-2.29E+11,,70022812512,,2.21E+11,,,,,,,,,,,,
